time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9
1,relative_humidity_70_std,-2.1313134684704607,-0.7953275213774933,0.0031492888204987988,-0.4379417443077487,0.8456619333263182,0.72145581593448,0.2568733133401227,0.5618829383771955,0.021432697072490316
2,relative_humidity_70_std,-2.1746179712038036,-0.7336881816166791,-0.3137851168166392,-0.4359758059463533,0.699266812032575,0.50875171423476,0.00683984520569054,0.3817145703203858,0.05190753440639498
3,relative_humidity_70_std,-1.9524959029619646,-1.0575270895461542,0.04673774087944699,0.05729307741168077,0.1639329125735889,0.2291070961562434,-0.09572901897718554,0.136942172435261,0.07139255651485289
4,relative_humidity_70_std,-1.511154391689606,-1.486258483069093,0.37125326447274504,0.3125972332671751,0.11804749273023263,-0.02528106931457614,-0.09251061983395922,0.12477257848063557,0.1558172900650019
5,relative_humidity_70_std,-1.3554216079585908,-1.3076899695784678,0.4834730084999179,0.5746599941775955,0.1947473557833698,-0.0792712485947135,-0.3283172615324788,-0.09116526043958835,0.06686410870153152
6,relative_humidity_70_std,-1.5383265684579817,-0.9812163413845181,0.3038045774476891,0.3958906707892261,0.03591246107300647,0.17075146534689378,-0.4177069594994513,-0.3806444307174479,-0.031761776445170066
7,relative_humidity_70_std,-1.5753831797058224,-0.6319884381482639,0.3410400668321737,0.20747791143069128,-0.20389972631722506,0.30655933367555166,-0.2782389935217771,-0.47872370907300194,-0.09843981765996211
8,relative_humidity_70_std,-1.3310488777608795,-0.49552255702355064,0.5147250085584181,-0.014130298244599188,-0.1580031162739,0.08563261358215055,-0.2034217095836331,-0.2583997982735827,-0.001094023677046417
9,relative_humidity_70_std,-1.062087393565888,-0.582420834558054,0.5853546402918606,-0.031141985303110402,-0.28699201283849474,-0.15071310356428033,-0.0003393375104066059,-0.2454160523064871,0.06791547352148922
10,relative_humidity_70_std,-0.9753208316664325,-0.5084675704159414,0.3399406508613443,-0.11789651989880665,-0.2962242229087908,-0.2829823325538376,0.09141772477003489,-0.14169087237329472,0.03100685249320977
11,relative_humidity_70_std,-1.073644589823935,-0.5476729922162404,0.17799741131159122,0.03317225032303673,-0.4346529555652969,-0.20817782742994542,0.33577668846604136,-0.2131545864039549,0.07758267584951682
12,relative_humidity_70_std,-1.2729885163027954,-0.5541323774372502,0.06536367713634225,-0.0037257214190481,-0.5969294843530284,-0.15296557432820052,0.4703685535463546,-0.062045472649142654,0.034658293669535954
13,relative_humidity_70_std,-1.3244195072878644,-0.2595247928435126,0.07388950748340635,-0.04094073505072914,-0.5754748082451611,-0.19815906481469103,0.372776480952987,0.16100214044750782,-0.12694450828484768
14,relative_humidity_70_std,-1.2072013446404717,0.010452890551168716,0.19725094533477122,-0.2568892656338426,-0.4942730594812572,-0.42354828438329667,0.272517960353799,0.22639529770887395,-0.08077485141181028
15,relative_humidity_70_std,-1.1561870112637491,0.35883170633467754,0.11978085618203291,-0.5268449709870898,-0.3115877452433611,-0.46743957991819524,0.1837914940823274,0.1602037389858755,-0.0988461900890071
16,relative_humidity_70_std,-1.0512363925379096,0.6950977178447855,-0.034411907898550954,-0.7314946859694357,0.05616753580957176,-0.49083897233021057,-0.05838484708921888,0.19737485692417325,-0.22502301510820466
17,relative_humidity_70_std,-0.8576991233984662,1.1993791745263946,0.026468305177066904,-0.7743756437858428,0.2897375901104815,-0.4635092620344834,-0.2570910756366366,0.03059235007260766,-0.205401707960135
18,relative_humidity_70_std,-0.8033421965919569,1.3918922505848375,-0.34614828551269544,-0.43921075298676665,0.7081881334660896,-0.37829290454263254,-0.24349614576018405,-0.16505719896625753,-0.06644883825462532
19,relative_humidity_70_std,-0.9412385590726771,1.406367891645567,-0.7636472924309157,-0.008241570678199167,0.6574178994014053,-0.11215618758221871,-0.19208503217291983,-0.25385387476074545,-0.1721330793803751
