time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10
1,100m_orientation_of_wind_max,-3.8064240499288085,-4.104202632753236,-2.634670485267558,2.062108062474398,0.6351828624910111,-0.2132404879772578,1.6503641529380755,3.1874900749267665,2.6281781695724336,0.7956203566316568
2,100m_orientation_of_wind_max,-2.6853785782931516,-4.330404635259164,-1.5557402435615406,2.4630462215722244,2.516112979517035,-0.4307416749705195,4.600866021084641,-1.4045607185758497,-0.422417964863223,0.9092428088782607
3,100m_orientation_of_wind_max,-4.954509388697431,-3.9163702050658658,-2.4673767568473717,1.1965336064002259,-0.3817521114846673,-0.4147810054862471,-0.1962407386469465,0.757780231516972,0.7558160492451895,-1.027318306998621
4,100m_orientation_of_wind_max,-4.496812786344464,-3.497152021793665,-1.5552465906598931,1.2195801860091153,-1.0738770208071433,-0.6601474487380318,0.6466144543324228,-2.237643030217425,-0.4443705236751793,-1.4769029232363895
5,100m_orientation_of_wind_max,-4.566703650571187,-3.2378320794164845,-1.3241834790753881,0.7465910541490935,-1.3349387742717858,-0.22007549803837584,0.2579137637509652,-2.299385162356805,-0.8321539065792516,-0.5800994757441494
6,100m_orientation_of_wind_max,-4.441262449503018,-2.9010265649535008,-1.02126638855741,0.4682821556682777,-2.435233586871806,0.15245580049847013,-2.123679710534045,0.3538842059230608,-0.4002220692444915,0.191512742876649
7,100m_orientation_of_wind_max,-4.273693146766799,-2.1715027405415612,-0.5264560941040735,-1.096497222105951,-2.027092156236803,1.5079510887562977,-1.8315749812276023,0.5780256186921807,-0.7654638449070613,0.6432172508622985
8,100m_orientation_of_wind_max,-4.420295110486634,-1.2110340391271237,-0.20734454178707454,-2.1271215417419307,-1.1170106390303207,0.9979176214341134,-1.9786600547492712,0.7407895938445196,-0.8470602675404929,0.6434053761573342
9,100m_orientation_of_wind_max,-3.959752999496972,0.0019761493695907386,0.3460170252737228,-2.8697128892970736,-0.17595489740674658,0.8744640860017672,-1.1394733015559906,0.35797052310977306,-0.8721620431482172,1.2252547318872007
10,100m_orientation_of_wind_max,-2.4020844671361403,1.5671209898724847,1.4749414470481041,-3.616949912740095,1.7012516193514762,-0.008203387464626139,0.9977764592498923,-0.5416058663326982,0.01043964255357507,1.9511587907794774
