time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5
1,geopotential_500_max,-3.6572334831631577,1.890201758312957,0.8025445854242742,0.3152083087874377,-0.36231970722595874
2,geopotential_500_max,-3.643193941413697,1.6731227852325778,0.6937738426868576,0.22430545278814132,-0.25478666864767063
3,geopotential_500_max,-3.535093579107264,1.4100765210923658,0.5324844990975023,0.10235452646102781,-0.1545726688299986
4,geopotential_500_max,-3.4462653926611133,1.2589048434736458,0.3521007564549562,-0.042349331972605736,0.05236640090948363
5,geopotential_500_max,-3.3741346917442714,1.1355543963869346,0.12499065687104545,-0.20675575285478465,0.17242429292366848
6,geopotential_500_max,-3.286889644612696,0.8638773333218066,0.020548911381537454,-0.2379700200471976,0.31729454233022414
7,geopotential_500_max,-3.0905476334500013,0.6189767943167382,-0.21223282190421852,-0.2702590335424858,0.37568446335968003
8,geopotential_500_max,-2.9353665471607053,0.33480261801264655,-0.4029801590111327,-0.22950954288261088,0.27664008276731117
9,geopotential_500_max,-2.6635862599044864,0.013642605974107751,-0.6581710558948993,-0.18834633027354808,0.12297639341969863
10,geopotential_500_max,-2.387028516169087,-0.2991828999475965,-0.7080257234477024,-0.11957081730378366,0.022525211572167206
11,geopotential_500_max,-2.10900219403591,-0.6020221905269216,-0.7586748851687372,0.02238401705429332,-0.08535911517687413
12,geopotential_500_max,-1.8767909088203583,-0.7962611232110767,-0.6969232787098908,0.07596366559409884,-0.14466686478012233
13,geopotential_500_max,-1.6366931671014906,-1.069171267676334,-0.5996381727781119,0.12884095495125605,-0.17443133037153125
14,geopotential_500_max,-1.3774917179920267,-1.1917500874282771,-0.6288034169259852,0.14244124107509087,-0.2626041878289648
15,geopotential_500_max,-1.1055458586836937,-1.2806328086081729,-0.44297606880166734,0.14061468440445976,-0.2948146716401492
16,geopotential_500_max,-0.6774587684012977,-1.3552253530242104,-0.1706835129089351,0.1162317554498774,-0.18784353290402736
17,geopotential_500_max,-0.32601687361377846,-1.4443363514399017,0.09829517210672499,0.13211785014803465,-0.04947850409984667
18,geopotential_500_max,0.03182715521820807,-1.437556816989471,0.22516791532364616,0.13842244522073363,0.11779233411155735
19,geopotential_500_max,0.2554840536109595,-1.3895125705438474,0.35240645069912946,0.16562240914326914,0.15569197106617258
20,geopotential_500_max,0.44894280541239984,-1.313538568617321,0.4969277382586139,0.1443364191104087,0.26435492766348423
21,geopotential_500_max,0.6632391591526628,-1.2445410393438883,0.5281924733147139,0.15748607828151828,0.2506575383310571
22,geopotential_500_max,0.9521056829455617,-1.1191774866821977,0.491642000700921,0.13025369566817047,0.19175763266503476
23,geopotential_500_max,1.2059167521532057,-0.9702397188089863,0.5580743252345343,0.0999687000021059,0.11336726473462767
24,geopotential_500_max,1.5135182695871365,-0.7850964988768809,0.5130367437942407,-0.020981358828785927,0.09297167750735436
25,geopotential_500_max,1.8101855384282923,-0.6037378529762408,0.43947453230535166,-0.11828921504754411,-0.039513297952066026
26,geopotential_500_max,2.095199222646534,-0.4689017673699693,0.40459444427033336,-0.16596430926327396,-0.07576715524779548
27,geopotential_500_max,2.3452866446052356,-0.2227909750331956,0.3412993643876466,-0.27906169982454765,-0.14159499050523644
28,geopotential_500_max,2.5892614116824033,0.008182098239936073,0.295649666336465,-0.3732422593260874,-0.23430250491902443
29,geopotential_500_max,2.8714896754875463,0.2820388762588775,0.14340408790438158,-0.42144109375794003,-0.20247822075869312
30,geopotential_500_max,3.005430735096931,0.532743678195102,-0.0558077037417298,-0.39774959863156834,-0.16853032646761376
31,geopotential_500_max,3.095342725115926,0.6550825679659125,-0.18692608868260074,-0.26140291240387054,-0.07623621143221625
32,geopotential_500_max,3.2755700540350623,0.9136703548733568,-0.2373599975893728,-0.08203296993325739,-0.04234471380369683
33,geopotential_500_max,3.4655368939132294,1.1558400847739392,-0.3121043690948694,0.08080681928404197,0.007726597951562874
34,geopotential_500_max,3.6889199988046086,1.431980219772233,-0.4010390469778638,0.24455513262357434,0.0945568526356245
35,geopotential_500_max,3.8394345005242156,1.6130384219184883,-0.4300527248935895,0.38119182091385173,0.1777203118117003
36,geopotential_500_max,3.975647899614918,1.801939418982857,-0.5122091400215645,0.4718202689324999,0.14513617683107846
