lon_east,lon_west,lat_north,lat_south,timestep
345.798737,353.798737,52.386631,44.386631,11
349.195679,357.195679,53.734444,45.734444,12
353.152405,1.152405,55.384155,47.384155,13
358.061543,6.061543,57.475796,49.475796,14
2.657675,10.657675,58.755962,50.755962,15
7.125836,15.125836,59.896706,51.896706,16
11.71602,19.71602,60.614185,52.614185,17
15.919607,23.919607,61.04137,53.04137,18
19.761095,27.761095,61.345787,53.345787,19
23.252987,31.252987,61.698029,53.698029,20
26.404411,34.404411,61.977917,53.977917,21
29.00061,37.00061,62.03299,54.03299,22
31.717129,39.717129,61.870628,53.870628,23
34.105751,42.105751,61.578091,53.578091,24
35.452007,43.452007,61.337528,53.337528,25
37.131809,45.131809,60.767288,52.767288,26
38.615181,46.615181,60.037827,52.037827,27
39.443714,47.443714,59.183758,51.183758,28
40.17664,48.17664,58.475491,50.475491,29
40.952152,48.952152,57.718296,49.718296,30
41.185299,49.185299,56.694973,48.694973,31
41.463997,49.463997,55.829491,47.829491,32
42.185905,50.185905,55.027187,47.027187,33
43.389473,51.389473,54.593678,46.593678,34
44.590008,52.590008,54.162312,46.162312,35
45.446194,53.446194,53.365456,45.365456,36
46.37463,54.37463,52.827446,44.827446,37
47.479942,55.479942,52.327946,44.327946,38
