lon_east,lon_west,lat_north,lat_south,step
"352.221212","344.221212","67.371857","59.371857","59"
"352.043904","344.043904","67.49262","59.49262","62"
"352.082072","344.082072","67.443076","59.443076","61"
"352.589152","344.589152","67.192548","59.192548","56"
"352.755148","344.755148","67.056589","59.056589","55"
"352.322184","344.322184","67.350181","59.350181","58"
"352.423157","344.423157","67.328506","59.328506","57"
"340.807373","332.807373","60.337719","52.337719","36"
"339.298014","331.298014","60.154439","52.154439","35"
"343.383382","335.383382","60.954736","52.954736","38"
"342.095378","334.095378","60.646228","52.646228","37"
"334.543752","326.543752","59.383052","51.383052","32"
"332.808207","324.808207","58.978223","50.978223","31"
"337.788656","329.788656","59.97116","51.97116","34"
"336.279297","328.279297","59.78788","51.78788","33"
"349.686574","341.686574","63.431565","55.431565","44"
"348.842387","340.842387","62.993308","54.993308","43"
"351.104492","343.104492","64.233763","56.233763","46"
"350.530762","342.530762","63.869823","55.869823","45"
"345.780324","337.780324","61.693847","53.693847","40"
"344.671387","336.671387","61.263245","53.263245","39"
"347.998199","339.998199","62.55505","54.55505","42"
"346.889262","338.889262","62.124448","54.124448","41"
"312.634542","304.634542","54.916068","46.916068","20"
"311.032603","303.032603","54.647233","46.647233","19"
"316.257925","308.257925","55.331497","47.331497","22"
"314.236481","306.236481","55.184902","47.184902","21"
"307.505778","299.505778","53.864905","45.864905","16"
"306.543335","298.543335","53.608158","45.608158","15"
"309.430664","301.430664","54.378399","46.378399","18"
"308.468221","300.468221","54.121652","46.121652","17"
"327.198211","319.198211","57.344101","49.344101","28"
"325.260986","317.260986","56.729454","48.729454","27"
"331.072662","323.072662","58.573395","50.573395","30"
"329.135437","321.135437","57.958748","49.958748","29"
"320.300812","312.300812","55.624687","47.624687","24"
"318.279368","310.279368","55.478092","47.478092","23"
"323.607595","315.607595","56.361198","48.361198","26"
"321.954203","313.954203","55.992943","47.992943","25"
"293.289531","285.289531","48.870491","40.870491","4"
"292.14621","284.14621","48.488777","40.488777","3"
"295.576172","287.576172","49.633919","41.633919","6"
"294.432851","286.432851","49.252205","41.252205","5"
"287.869659","279.869659","47.287819","39.287819","0"
"290.720693","282.720693","48.088458","40.088458","2"
"289.295176","281.295176","47.688138","39.688138","1"
"303.221008","295.221008","52.079624","44.079624","12"
"301.834828","293.834828","51.578869","43.578869","11"
"305.435893","297.435893","53.098647","45.098647","14"
"304.32845","296.32845","52.589135","44.589135","13"
"297.90037","289.90037","50.262878","42.262878","8"
"296.738271","288.738271","49.948399","41.948399","7"
"300.448649","292.448649","51.078113","43.078113","10"
"299.062469","291.062469","50.577358","42.577358","9"
"365.860582","357.860582","72.260094","64.260094","116"
"365.531651","357.531651","71.95359","63.95359","115"
"366.507999","358.507999","72.849848","64.849848","118"
"366.189513","358.189513","72.566597","64.566597","117"
"364.267036","356.267036","71.008618","63.008618","112"
"363.799194","355.799194","70.689384","62.689384","111"
