lon_east,lon_west,lat_north,lat_south
283.57019,275.57019,51.192966,43.192966
283.888824,275.888824,51.531765,43.531765
284.673248,276.673248,51.603874,43.603874
285.462128,277.462128,51.716637,43.716637
286.595337,278.595337,51.64851,43.64851
287.635071,279.635071,51.655209,43.655209
288.76059,280.76059,51.557339,43.557339
290.481262,282.481262,51.59272,43.59272
292.957855,284.957855,51.416924,43.416924
299.675323,291.675323,51.634171,43.634171
301.856964,293.856964,51.715492,43.715492
304.014832,296.014832,51.898514,43.898514
306.001404,298.001404,52.000366,44.000366
307.963928,299.963928,51.929146,43.929146
311.548035,303.548035,51.804356,43.804356
315.510223,307.510223,51.852505,43.852505
319.649536,311.649536,51.842411,43.842411
323.180695,315.180695,51.815075,43.815075
327.093597,319.093597,52.239635,44.239635
331.386475,323.386475,52.531124,44.531124
336.20047,328.20047,53.210205,45.210205
340.673096,332.673096,54.137959,46.137959
345.08255,337.08255,55.148117,47.148117
348.586304,340.586304,56.189915,48.189915
351.712494,343.712494,57.512959,49.512959
354.049591,346.049591,58.975639,50.975639
355.625763,347.625763,60.893959,52.893959
356.155853,348.155853,62.68177,54.68177
355.906311,347.906311,64.36145,56.36145
355.203339,347.203339,65.926033,57.926033
354.006531,346.006531,67.123169,59.123169
352.440338,344.440338,68.336327,60.336327
350.646362,342.646362,69.098618,61.098618
349.170837,341.170837,69.681366,61.681366
348.036804,340.036804,70.29393,62.29393
347.361145,339.361145,70.763855,62.763855
346.957916,338.957916,71.431526,63.431526
346.903381,338.903381,72.267677,64.267677
346.867279,338.867279,72.932991,64.932991
347.730927,339.730927,73.630676,65.630676
351.0802,343.0802,74.575089,66.575089
