lon_east,lon_west,lat_north,lat_south
291.287994,283.287994,50.087238,42.087238
296.324707,288.324707,50.889828,42.889828
298.232697,290.232697,50.519428,42.519428
303.936646,295.936646,51.891117,43.891117
308.654053,300.654053,52.736591,44.736591
311.748535,303.748535,52.899265,44.899265
315.23877,307.23877,53.070087,45.070087
318.704529,310.704529,53.281445,45.281445
322.163025,314.163025,53.64529,45.64529
326.047485,318.047485,53.956886,45.956886
329.87973,321.87973,54.073303,46.073303
333.49707,325.49707,54.605843,46.605843
336.925812,328.925812,55.172031,47.172031
340.595947,332.595947,55.870098,47.870098
344.370728,336.370728,56.848385,48.848385
347.297028,339.297028,57.931076,49.931076
349.983551,341.983551,58.665028,50.665028
352.111053,344.111053,59.564262,51.564262
353.968018,345.968018,60.572598,52.572598
355.411407,347.411407,61.273075,53.273075
356.335632,348.335632,61.934128,53.934128
356.965149,348.965149,62.202316,54.202316
358.075256,350.075256,62.322716,54.322716
359.11734,351.11734,62.337971,54.337971
0.660614,352.660614,62.22583,54.22583
2.353851,354.353851,62.314983,54.314983
3.775848,355.775848,62.817101,54.817101
5.420037,357.420037,63.205154,55.205154
7.041395,359.041395,63.85783,55.85783
7.944631,359.944631,64.583782,56.583782
8.296994,0.296994,65.401112,57.401112
8.861718,0.861718,65.943092,57.943092
10.422697,2.422697,66.874851,58.874851
16.38388,8.38388,69.418892,61.418892
19.113147,11.113147,70.583626,62.583626
21.138351,13.138351,71.052628,63.052628
21.690346,13.690346,71.118599,63.118599
18.604106,10.604106,70.617149,62.617149
17.116693,9.116693,70.679848,62.679848
16.479148,8.479148,69.955963,61.955963
16.556409,8.556409,69.973831,61.973831
14.854562,6.854562,70.266617,62.266617
11.27298,3.27298,70.147453,62.147453
9.794386,1.794386,69.739769,61.739769
9.085205,1.085205,69.39769,61.39769
9.020596,1.020596,68.960052,60.960052
9.100216,1.100216,68.667702,60.667702
8.16348,0.16348,68.425888,60.425888
8.472897,0.472897,68.146172,60.146172
8.430116,0.430116,67.9758,59.9758
8.023498,0.023498,68.048645,60.048645
7.731719,359.731719,68.075607,60.075607
8.104302,0.104302,68.001091,60.001091
8.356395,0.356395,68.089668,60.089668
