lon_east,lon_west,lat_north,lat_south,step
"-1.485412","-9.485412","54.284348","46.284348",37
"-0.166504","-8.166504","54.834251","46.834251",38
"1.152405","-6.847595","55.384155","47.384155",39
"2.788784","-5.211216","56.081369","48.081369",40
"4.425164","-3.574836","56.778582","48.778582",41
"-5.068949","-13.068949","52.835902","44.835902",34
"-3.936635","-11.936635","53.285173","45.285173",35
"-2.804321","-10.804321","53.734444","45.734444",36
"6.061543","-1.938457","57.475796","49.475796",42
"7.593587","-0.406413","57.902518","49.902518",43
"9.125631","1.125631","58.32924","50.32924",44
"12.147062","4.147062","59.13621","51.13621",46
"13.636449","5.636449","59.516458","51.516458",47
"15.125836","7.125836","59.896706","51.896706",48
"16.655897","8.655897","60.135866","52.135866",49
"18.185959","10.185959","60.375025","52.375025",50
"19.71602","11.71602","60.614185","52.614185",51
"21.117216","13.117216","60.75658","52.75658",52
"22.518411","14.518411","60.898975","52.898975",53
"23.919607","15.919607","61.04137","53.04137",54
"25.200103","17.200103","61.142842","53.142842",55
"26.480599","18.480599","61.244315","53.244315",56
"-8.634104","-16.634104","51.124394","43.124394",31
"-7.417684","-15.417684","51.755512","43.755512",32
"27.761095","19.761095","61.345787","53.345787",57
"28.925059","20.925059","61.463201","53.463201",58
"30.089023","22.089023","61.580615","53.580615",59
"31.252987","23.252987","61.698029","53.698029",60
"10.657675","2.657675","58.755962","50.755962",45
"32.303462","24.303462","61.791325","53.791325",61
"33.353936","25.353936","61.884621","53.884621",62
"34.404411","26.404411","61.977917","53.977917",63
"35.269811","27.269811","61.996275","53.996275",64
"36.13521","28.13521","62.014632","54.014632",65
"-6.201263","-14.201263","52.386631","44.386631",33
"37.00061","29.00061","62.03299","54.03299",66
"37.906116","29.906116","61.978869","53.978869",67
"38.811623","30.811623","61.924749","53.924749",68
"39.717129","31.717129","61.870628","53.870628",69
