lon_east,lon_west,lat_north,lat_south
-47.425201,-55.425201,51.780167,43.780167
-45.056335,-53.056335,53.023735,45.023735
-42.076508,-50.076508,54.527241,46.527241
-37.370331,-45.370331,56.29348,48.29348
-32.354156,-40.354156,57.590355,49.590355
-27.225525,-35.225525,58.150482,50.150482
-21.958282,-29.958282,58.400799,50.400799
-16.500427,-24.500427,58.661747,50.661747
-10.750793,-18.750793,58.9813,50.9813
-5.873718,-13.873718,59.301071,51.301071
-1.083771,-9.083771,59.504124,51.504124
3.513275,-4.486725,59.710186,51.710186
7.588959,-0.411041,59.922848,51.922848
11.12064,3.12064,60.219833,52.219833
14.519473,6.519473,60.46661,52.46661
17.796303,9.796303,60.673435,52.673435
21.193558,13.193558,60.836342,52.836342
23.835495,15.835495,60.998466,52.998466
26.213062,18.213062,61.203159,53.203159
28.449411,20.449411,61.395138,53.395138
30.84549,22.84549,61.748528,53.748528
33.006256,25.006256,61.857014,53.857014
35.134464,27.134464,61.957767,53.957767
36.951397,28.951397,62.161839,54.161839
38.799801,30.799801,62.304779,54.304779
41.267338,33.267338,62.64846,54.64846
43.523449,35.523449,62.976307,54.976307
45.51757,37.51757,63.220287,55.220287
49.021336,41.021336,63.529976,55.529976
51.447369,43.447369,63.904495,55.904495
53.338123,45.338123,64.198063,56.198063
54.659843,46.659843,64.312096,56.312096
56.742393,48.742393,64.322548,56.322548
60.001953,52.001953,64.754379,56.754379
63.026329,55.026329,65.123569,57.123569
66.243317,58.243317,65.152645,57.152645
69.347229,61.347229,65.169018,57.169018
70.084389,62.084389,66.144753,58.144753
